@relation relationship

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Label1 {0,1}
@attribute Label2 {0,1}
@attribute Label3 {0,1}
@attribute Label4 {0,1}
@attribute Label5 {0,1}

@data
0.153846,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.153846,0.000000,0.230769,0.000000,0.000000,0.076923,0.076923,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.203267,0.868517,0.128440,0.006277,0.247873,1.150922,0.093260,0.067653,0.100566,0.914613,1,0,0,0,0
0.000000,0.000000,0.090909,0.181818,0.090909,0.090909,0.090909,0.000000,0.000000,0.090909,0.090909,0.000000,0.181818,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.388368,0.453379,0.098069,0.367976,0.428024,1.969081,0.020039,0.287871,0.047292,0.184871,1,0,0,0,0
0.125000,0.000000,0.041667,0.000000,0.125000,0.083333,0.000000,0.041667,0.166667,0.166667,0.000000,0.000000,0.041667,0.000000,0.000000,0.166667,0.000000,0.000000,0.041667,0.000000,0.035339,0.163151,0.061885,1.010281,0.083753,0.129750,0.007990,0.067515,0.043375,0.620762,1,0,1,0,0
0.000000,0.000000,0.000000,0.181818,0.181818,0.090909,0.000000,0.000000,0.000000,0.090909,0.090909,0.181818,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043250,0.157622,0.170221,0.346602,0.854004,2.672132,0.241335,0.319581,0.151615,0.239724,1,0,0,0,0
0.000000,0.130435,0.000000,0.000000,0.043478,0.086957,0.000000,0.000000,0.086957,0.086957,0.000000,0.000000,0.043478,0.000000,0.043478,0.086957,0.173913,0.130435,0.043478,0.043478,0.031195,0.092896,0.013883,0.061150,0.022396,0.215446,0.000201,0.011819,0.047347,0.463746,1,0,0,0,0
0.000000,0.208333,0.000000,0.041667,0.000000,0.208333,0.041667,0.041667,0.000000,0.000000,0.000000,0.000000,0.041667,0.000000,0.000000,0.208333,0.125000,0.041667,0.041667,0.000000,0.018207,0.447661,0.237493,0.068670,0.109324,0.053506,0.001055,0.344893,0.018878,0.615327,1,0,0,0,0
0.040816,0.122449,0.040816,0.061224,0.020408,0.061224,0.000000,0.040816,0.081633,0.081633,0.000000,0.040816,0.040816,0.020408,0.163265,0.040816,0.061224,0.000000,0.020408,0.061224,0.023446,0.196581,0.004920,0.212574,0.015957,0.202823,0.021154,0.157978,0.003416,0.007874,1,0,0,0,0
0.023256,0.023256,0.000000,0.023256,0.023256,0.116279,0.000000,0.093023,0.209302,0.046512,0.000000,0.000000,0.046512,0.046512,0.186047,0.000000,0.046512,0.023256,0.046512,0.046512,0.106212,0.202399,0.035598,0.423950,0.061312,0.829217,0.050123,1.465115,0.049712,0.302348,1,0,0,0,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053191,0.021277,0.138298,0.000000,0.000000,0.446809,0.021277,0.297872,0.021277,0.000000,0.000000,0.000000,0.000000,0.005668,0.387301,0.001590,0.261910,0.006882,0.568602,0.014796,1.191269,0.017642,0.096488,1,0,0,0,0
0.076923,0.000000,0.000000,0.000000,0.076923,0.038462,0.000000,0.076923,0.115385,0.230769,0.038462,0.000000,0.038462,0.000000,0.230769,0.076923,0.000000,0.000000,0.000000,0.000000,0.022134,0.117991,0.034262,0.706871,0.104272,0.537934,0.031060,0.833707,0.019373,0.064342,1,0,0,0,0
0.000000,0.000000,0.037037,0.074074,0.185185,0.000000,0.037037,0.000000,0.037037,0.148148,0.000000,0.000000,0.111111,0.111111,0.185185,0.037037,0.000000,0.000000,0.037037,0.000000,0.036244,0.100824,0.006706,0.298314,0.066115,0.328815,0.077476,0.514176,0.068998,0.930825,1,0,0,0,0
0.050000,0.000000,0.025000,0.025000,0.025000,0.050000,0.075000,0.125000,0.075000,0.100000,0.025000,0.000000,0.025000,0.075000,0.150000,0.100000,0.050000,0.025000,0.000000,0.000000,0.032328,0.296083,0.086203,0.001915,0.055574,0.613766,0.000790,0.254163,0.087715,0.105331,1,0,0,0,0
0.012658,0.000000,0.000000,0.000000,0.189873,0.088608,0.000000,0.012658,0.000000,0.000000,0.000000,0.063291,0.531646,0.000000,0.075949,0.000000,0.000000,0.012658,0.012658,0.000000,0.007877,0.509244,0.001373,0.060507,0.003325,0.893676,0.013520,0.404265,0.006481,0.371013,1,0,0,0,0
0.081081,0.000000,0.027027,0.000000,0.054054,0.108108,0.054054,0.000000,0.135135,0.054054,0.000000,0.081081,0.000000,0.000000,0.162162,0.000000,0.027027,0.108108,0.054054,0.054054,0.013978,0.037559,0.169129,1.374174,0.002982,0.328175,0.025278,0.399389,0.020054,0.130788,1,0,0,0,0
0.015152,0.030303,0.060606,0.015152,0.045455,0.272727,0.015152,0.090909,0.015152,0.015152,0.000000,0.045455,0.090909,0.000000,0.121212,0.121212,0.000000,0.045455,0.000000,0.000000,0.010901,0.194412,0.012231,0.100629,0.020962,0.385329,0.026196,0.303088,0.003450,0.733504,1,0,0,0,0
0.000000,0.000000,0.076923,0.000000,0.076923,0.076923,0.000000,0.230769,0.076923,0.153846,0.000000,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000,0.000000,0.198985,0.671391,0.124130,0.774406,0.100402,0.087488,0.007812,0.035206,0.218650,0.291012,1,0,0,0,0
0.000000,0.162162,0.000000,0.000000,0.054054,0.189189,0.054054,0.027027,0.108108,0.000000,0.000000,0.027027,0.027027,0.081081,0.027027,0.054054,0.054054,0.000000,0.000000,0.135135,0.000326,0.159290,0.007261,0.297406,0.031224,0.119133,0.015335,0.063338,0.000793,0.166123,1,0,0,0,0
0.083333,0.041667,0.000000,0.000000,0.000000,0.125000,0.000000,0.083333,0.166667,0.291667,0.000000,0.041667,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.045401,0.133054,0.086598,0.921365,0.000161,0.049318,0.041904,0.397271,0.113156,0.806821,1,0,1,0,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.181818,0.090909,0.363636,0.000000,0.000000,0.000000,0.000000,0.090909,0.181818,0.090909,0.000000,0.000000,0.000000,0.059415,0.325402,0.132500,0.831190,0.147492,0.009584,0.035331,0.208719,0.083120,0.271965,1,0,1,0,0
0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.333333,0.000000,0.068719,0.755765,0.442431,0.190335,0.000000,0.476564,0.407038,2.609993,0.080566,1.971844,1,0,1,0,0
0.047619,0.095238,0.000000,0.000000,0.000000,0.047619,0.000000,0.000000,0.000000,0.047619,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000,0.238095,0.095238,0.142857,0.215900,0.972264,0.014577,0.124233,0.158380,0.323267,0.076076,0.059837,0.202191,0.359936,1,0,1,0,0
0.000000,0.000000,0.054054,0.000000,0.027027,0.081081,0.027027,0.162162,0.081081,0.000000,0.000000,0.108108,0.135135,0.081081,0.081081,0.027027,0.054054,0.027027,0.054054,0.000000,0.061351,0.357421,0.029130,0.101167,0.032317,0.127815,0.027921,0.298890,0.014897,0.108621,1,0,1,0,0
0.095238,0.000000,0.142857,0.071429,0.000000,0.023810,0.023810,0.095238,0.047619,0.095238,0.000000,0.047619,0.119048,0.000000,0.071429,0.023810,0.047619,0.023810,0.023810,0.047619,0.004245,0.087592,0.018523,0.083066,0.019093,0.339335,0.040222,0.272055,0.009282,0.192164,1,0,1,0,0
0.023810,0.000000,0.047619,0.047619,0.047619,0.000000,0.023810,0.142857,0.023810,0.047619,0.000000,0.000000,0.261905,0.023810,0.119048,0.071429,0.047619,0.023810,0.023810,0.023810,0.024446,0.645115,0.006230,0.086858,0.022019,0.702801,0.068136,0.148736,0.003011,0.074755,1,0,0,0,0
0.045455,0.136364,0.045455,0.068182,0.022727,0.136364,0.022727,0.022727,0.068182,0.022727,0.000000,0.090909,0.000000,0.000000,0.045455,0.068182,0.045455,0.045455,0.068182,0.045455,0.002045,0.209544,0.031427,0.030431,0.074478,0.010672,0.007875,0.087119,0.045456,0.561086,1,0,1,0,0
0.137255,0.000000,0.039216,0.098039,0.019608,0.019608,0.019608,0.019608,0.176471,0.078431,0.000000,0.039216,0.019608,0.137255,0.000000,0.039216,0.058824,0.078431,0.000000,0.019608,0.019646,0.466755,0.017740,0.233294,0.011267,0.141226,0.000541,0.024718,0.011467,0.306299,1,0,0,0,0
0.033333,0.000000,0.050000,0.133333,0.050000,0.016667,0.000000,0.066667,0.133333,0.066667,0.000000,0.116667,0.033333,0.083333,0.000000,0.066667,0.083333,0.033333,0.000000,0.033333,0.022023,0.442970,0.019069,0.090482,0.009045,0.294503,0.038150,0.165860,0.036599,0.057167,1,0,1,0,0
0.000000,0.000000,0.000000,0.041667,0.041667,0.041667,0.000000,0.083333,0.166667,0.166667,0.083333,0.041667,0.000000,0.041667,0.041667,0.083333,0.000000,0.041667,0.125000,0.000000,0.034472,0.522115,0.013689,0.563304,0.146084,0.028982,0.069922,0.099938,0.001093,0.320634,1,0,0,1,1
0.043478,0.021739,0.021739,0.021739,0.021739,0.000000,0.021739,0.043478,0.043478,0.130435,0.021739,0.065217,0.000000,0.021739,0.043478,0.173913,0.043478,0.173913,0.043478,0.043478,0.011927,0.078291,0.002671,0.213565,0.060019,0.017710,0.064358,0.254827,0.023425,0.162386,1,0,0,0,0
0.310345,0.000000,0.034483,0.000000,0.034483,0.120690,0.017241,0.068966,0.017241,0.137931,0.017241,0.000000,0.017241,0.017241,0.017241,0.034483,0.086207,0.017241,0.034483,0.017241,0.025299,0.135696,0.017265,0.276680,0.049842,0.070037,0.002893,0.143767,0.028429,0.312345,1,0,0,0,0
0.217391,0.000000,0.000000,0.000000,0.014493,0.115942,0.000000,0.101449,0.043478,0.086957,0.028986,0.028986,0.000000,0.043478,0.014493,0.043478,0.130435,0.101449,0.014493,0.014493,0.025520,0.433618,0.002624,0.517132,0.035422,0.212037,0.004509,0.013909,0.017364,1.166191,1,0,0,0,0
0.170732,0.024390,0.000000,0.048780,0.024390,0.158537,0.012195,0.097561,0.109756,0.121951,0.000000,0.036585,0.012195,0.024390,0.000000,0.024390,0.048780,0.024390,0.036585,0.024390,0.026605,0.081999,0.001641,0.455324,0.049361,0.094365,0.038582,0.189472,0.002723,0.458583,1,0,0,0,0
0.187500,0.000000,0.020833,0.020833,0.041667,0.062500,0.000000,0.041667,0.187500,0.145833,0.020833,0.041667,0.020833,0.062500,0.062500,0.041667,0.000000,0.041667,0.000000,0.000000,0.109720,0.335365,0.026921,0.717886,0.052720,0.018773,0.019800,0.545174,0.006226,0.418405,1,0,0,0,0
0.054054,0.000000,0.054054,0.000000,0.108108,0.108108,0.000000,0.054054,0.216216,0.054054,0.000000,0.027027,0.000000,0.054054,0.054054,0.081081,0.027027,0.108108,0.000000,0.000000,0.102728,0.139959,0.055150,0.960530,0.019099,0.217372,0.011665,0.383922,0.004156,0.229598,1,0,0,0,0
0.076923,0.000000,0.038462,0.000000,0.000000,0.192308,0.038462,0.115385,0.153846,0.115385,0.000000,0.000000,0.000000,0.000000,0.192308,0.000000,0.000000,0.038462,0.038462,0.000000,0.008324,0.018245,0.010393,0.324335,0.164702,0.877662,0.165347,2.598736,0.038710,0.154209,1,0,1,0,0
0.061224,0.081633,0.020408,0.020408,0.020408,0.040816,0.000000,0.061224,0.061224,0.000000,0.020408,0.020408,0.081633,0.122449,0.163265,0.081633,0.020408,0.081633,0.040816,0.000000,0.076508,0.501213,0.043180,0.084634,0.055843,0.110706,0.050055,0.724631,0.021990,0.036152,1,0,0,0,0
0.052632,0.000000,0.000000,0.000000,0.157895,0.105263,0.157895,0.052632,0.105263,0.105263,0.000000,0.000000,0.052632,0.000000,0.105263,0.000000,0.000000,0.105263,0.000000,0.000000,0.117508,0.493877,0.153956,0.826572,0.121817,0.464512,0.081704,0.200081,0.086441,0.230085,1,0,1,0,0
0.080000,0.000000,0.040000,0.000000,0.040000,0.160000,0.040000,0.000000,0.200000,0.120000,0.000000,0.000000,0.000000,0.000000,0.040000,0.040000,0.040000,0.120000,0.040000,0.040000,0.002815,0.005350,0.065745,0.687718,0.095874,0.597651,0.071689,0.633952,0.025503,0.145086,1,0,1,0,0
0.153846,0.000000,0.038462,0.000000,0.115385,0.153846,0.115385,0.153846,0.115385,0.000000,0.000000,0.038462,0.000000,0.038462,0.000000,0.038462,0.000000,0.000000,0.038462,0.000000,0.019869,0.066845,0.085438,0.886441,0.013703,0.203930,0.008747,0.157481,0.017505,0.190278,1,0,1,0,0
0.000000,0.000000,0.000000,0.000000,0.095238,0.238095,0.142857,0.047619,0.095238,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619,0.000000,0.270649,0.928472,0.162889,1.621677,0.090104,0.334303,0.022246,0.174872,0.031864,0.075639,1,0,1,0,0
0.173913,0.000000,0.000000,0.000000,0.000000,0.173913,0.043478,0.043478,0.217391,0.130435,0.000000,0.000000,0.000000,0.043478,0.043478,0.043478,0.000000,0.000000,0.086957,0.000000,0.010893,0.022365,0.020331,0.293994,0.158192,0.743907,0.097486,0.955299,0.118169,0.203921,1,0,1,0,0
0.061728,0.074074,0.086420,0.086420,0.037037,0.049383,0.037037,0.049383,0.123457,0.061728,0.012346,0.037037,0.049383,0.012346,0.024691,0.049383,0.049383,0.074074,0.000000,0.024691,0.024648,0.207117,0.042661,0.023311,0.076355,0.052470,0.014726,0.137797,0.001580,0.239546,1,0,0,0,0
0.133333,0.066667,0.066667,0.100000,0.022222,0.011111,0.077778,0.044444,0.033333,0.077778,0.022222,0.077778,0.022222,0.055556,0.044444,0.022222,0.066667,0.033333,0.000000,0.022222,0.003171,0.233942,0.104915,0.347092,0.012567,0.159905,0.001914,0.051872,0.006244,0.247856,1,0,1,0,0
0.161290,0.048387,0.000000,0.048387,0.032258,0.241935,0.016129,0.016129,0.064516,0.016129,0.016129,0.064516,0.016129,0.000000,0.032258,0.064516,0.016129,0.064516,0.048387,0.032258,0.002372,0.261328,0.002936,0.297824,0.025295,0.288947,0.000735,0.057440,0.000430,0.631182,1,0,0,0,0
0.000000,0.300000,0.000000,0.000000,0.000000,0.050000,0.050000,0.000000,0.050000,0.100000,0.000000,0.100000,0.000000,0.050000,0.100000,0.150000,0.000000,0.000000,0.050000,0.000000,0.092052,0.026077,0.022195,0.511092,0.036948,0.368191,0.074563,0.195841,0.173840,0.074104,1,1,0,0,0
0.034483,0.000000,0.000000,0.275862,0.068966,0.103448,0.000000,0.000000,0.068966,0.034483,0.068966,0.000000,0.137931,0.000000,0.034483,0.103448,0.000000,0.000000,0.000000,0.068966,0.022652,0.146136,0.245259,0.420482,0.138569,0.911301,0.058614,0.829523,0.145123,0.603795,1,0,0,0,0
0.038462,0.000000,0.000000,0.000000,0.038462,0.307692,0.000000,0.038462,0.076923,0.192308,0.000000,0.000000,0.000000,0.038462,0.000000,0.115385,0.076923,0.076923,0.000000,0.000000,0.170515,0.148306,0.003285,0.565132,0.223769,0.052540,0.056961,0.045357,0.024237,0.547362,1,0,1,0,0
0.063830,0.063830,0.031915,0.063830,0.010638,0.074468,0.010638,0.053191,0.000000,0.117021,0.000000,0.010638,0.117021,0.074468,0.127660,0.042553,0.042553,0.074468,0.010638,0.010638,0.018119,0.084153,0.009379,0.054121,0.009177,0.210025,0.000260,0.002513,0.001104,0.245585,1,0,0,0,0
0.026316,0.157895,0.000000,0.000000,0.026316,0.131579,0.026316,0.000000,0.052632,0.078947,0.026316,0.026316,0.078947,0.026316,0.105263,0.026316,0.052632,0.000000,0.026316,0.131579,0.059404,0.142147,0.008574,0.261481,0.034871,0.202100,0.047700,0.042593,0.005886,0.111847,1,0,0,0,0
0.000000,0.146341,0.048780,0.048780,0.048780,0.146341,0.024390,0.048780,0.048780,0.048780,0.000000,0.000000,0.073171,0.024390,0.121951,0.121951,0.000000,0.000000,0.024390,0.024390,0.034019,0.235237,0.022571,0.351099,0.026822,0.555294,0.002673,0.009017,0.020757,0.356818,1,0,0,0,0
0.096774,0.000000,0.032258,0.032258,0.000000,0.225806,0.000000,0.096774,0.161290,0.096774,0.000000,0.064516,0.000000,0.000000,0.000000,0.032258,0.032258,0.129032,0.000000,0.000000,0.102570,0.057547,0.043193,0.734731,0.001212,0.003180,0.002348,0.186388,0.008934,0.799049,1,0,0,0,0
0.076923,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.461538,0.000000,0.000000,0.076923,0.000000,0.076923,0.153846,0.000000,0.000000,0.000000,0.000000,0.291159,1.222015,0.052710,0.313660,0.229611,0.561788,0.066702,0.074239,0.121768,0.458615,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.142857,0.071429,0.214286,0.000000,0.000000,0.071429,0.000000,0.000000,0.214286,0.071429,0.071429,0.000000,0.000000,0.168240,0.801464,0.131327,0.197371,0.047761,0.084757,0.094677,0.158261,0.122017,0.600100,1,0,0,0,0
0.093023,0.000000,0.023256,0.000000,0.023256,0.116279,0.046512,0.186047,0.232558,0.023256,0.000000,0.046512,0.046512,0.046512,0.023256,0.046512,0.023256,0.023256,0.000000,0.000000,0.042335,0.095708,0.035039,0.415281,0.182389,0.192919,0.048886,0.073450,0.027414,0.653131,1,0,1,0,0
0.078947,0.000000,0.000000,0.026316,0.000000,0.263158,0.026316,0.105263,0.131579,0.078947,0.000000,0.026316,0.000000,0.105263,0.026316,0.026316,0.026316,0.052632,0.000000,0.026316,0.056030,0.097797,0.039196,0.732376,0.103287,0.040677,0.003137,0.134058,0.041056,1.266872,1,0,1,0,0
0.085106,0.085106,0.021277,0.000000,0.021277,0.191489,0.021277,0.063830,0.106383,0.021277,0.021277,0.042553,0.021277,0.000000,0.000000,0.042553,0.127660,0.042553,0.021277,0.063830,0.054692,0.566163,0.018495,0.081169,0.092578,0.396702,0.026551,0.103530,0.036941,0.190746,1,0,0,0,0
0.116279,0.046512,0.023256,0.000000,0.000000,0.162791,0.000000,0.069767,0.093023,0.046512,0.000000,0.116279,0.000000,0.000000,0.000000,0.139535,0.046512,0.046512,0.046512,0.046512,0.016653,0.207492,0.055004,0.091963,0.000278,0.011786,0.006828,0.126096,0.020034,0.395018,1,0,0,0,0
0.027027,0.054054,0.054054,0.054054,0.000000,0.081081,0.027027,0.054054,0.108108,0.054054,0.000000,0.081081,0.027027,0.000000,0.000000,0.108108,0.081081,0.081081,0.054054,0.054054,0.064815,0.447175,0.012466,0.044762,0.020650,0.052728,0.009946,0.044747,0.036418,0.445700,1,0,0,0,0
0.095238,0.000000,0.000000,0.000000,0.095238,0.142857,0.000000,0.000000,0.047619,0.095238,0.047619,0.000000,0.095238,0.047619,0.142857,0.142857,0.000000,0.000000,0.000000,0.047619,0.106004,0.335077,0.034155,0.553421,0.035601,0.147963,0.031303,0.356117,0.099061,0.002750,1,0,1,0,0
0.076923,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.153846,0.076923,0.230769,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.076923,0.000000,0.000000,0.059216,0.402976,0.110930,0.083061,0.072942,0.041895,0.013409,0.024749,0.034097,0.578643,1,0,0,0,0
0.026316,0.000000,0.026316,0.026316,0.000000,0.131579,0.000000,0.157895,0.105263,0.105263,0.000000,0.078947,0.052632,0.105263,0.157895,0.000000,0.000000,0.026316,0.000000,0.000000,0.036367,0.193632,0.042041,0.461599,0.058605,0.241849,0.027893,0.829908,0.005051,0.090870,1,0,1,0,0
0.000000,0.000000,0.062500,0.031250,0.000000,0.093750,0.031250,0.031250,0.062500,0.062500,0.000000,0.000000,0.031250,0.093750,0.156250,0.156250,0.031250,0.062500,0.062500,0.031250,0.012695,0.184222,0.053873,0.137640,0.094186,0.016171,0.125811,0.197566,0.008307,0.040287,1,0,1,0,0
0.093750,0.062500,0.062500,0.000000,0.062500,0.156250,0.000000,0.062500,0.187500,0.156250,0.000000,0.031250,0.000000,0.000000,0.000000,0.031250,0.062500,0.031250,0.000000,0.000000,0.004965,0.037691,0.081082,0.842505,0.085136,0.104067,0.005781,0.107425,0.010370,0.570969,1,0,0,0,0
0.000000,0.083333,0.000000,0.000000,0.000000,0.125000,0.000000,0.083333,0.208333,0.125000,0.000000,0.000000,0.000000,0.041667,0.000000,0.041667,0.083333,0.208333,0.000000,0.000000,0.049943,0.128594,0.130192,0.508275,0.043670,0.142431,0.081098,0.108525,0.059378,0.908129,1,0,0,0,0
0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.000000,0.083333,0.277778,0.083333,0.027778,0.027778,0.027778,0.027778,0.000000,0.055556,0.083333,0.055556,0.000000,0.000000,0.026872,0.067642,0.008088,0.074964,0.011866,0.170521,0.019778,0.309964,0.015451,0.306748,1,0,0,0,0
0.081081,0.027027,0.081081,0.054054,0.000000,0.081081,0.000000,0.108108,0.243243,0.108108,0.027027,0.000000,0.000000,0.054054,0.000000,0.000000,0.000000,0.081081,0.027027,0.027027,0.015991,0.112857,0.018028,0.191154,0.004242,0.045201,0.048686,0.162019,0.057752,0.541837,1,0,1,0,0
0.047619,0.000000,0.095238,0.000000,0.095238,0.142857,0.000000,0.142857,0.095238,0.142857,0.000000,0.000000,0.000000,0.095238,0.000000,0.000000,0.047619,0.095238,0.000000,0.000000,0.074901,0.148439,0.004174,0.430019,0.051153,0.042517,0.140995,0.541555,0.035467,0.485514,1,0,0,0,0
0.029412,0.000000,0.000000,0.000000,0.176471,0.029412,0.000000,0.058824,0.352941,0.029412,0.000000,0.029412,0.058824,0.000000,0.088235,0.058824,0.000000,0.088235,0.000000,0.000000,0.040610,0.124015,0.021992,0.645423,0.070575,1.131088,0.038203,1.322092,0.102161,0.555916,1,0,0,0,0
0.044444,0.222222,0.000000,0.022222,0.000000,0.133333,0.000000,0.000000,0.000000,0.022222,0.000000,0.088889,0.000000,0.155556,0.133333,0.066667,0.044444,0.000000,0.000000,0.066667,0.001655,0.567989,0.027917,0.194804,0.021732,0.174185,0.040309,0.432387,0.005889,0.296942,1,0,1,0,0
0.142857,0.085714,0.057143,0.028571,0.057143,0.200000,0.000000,0.085714,0.028571,0.085714,0.000000,0.028571,0.057143,0.000000,0.000000,0.028571,0.057143,0.028571,0.028571,0.000000,0.038491,0.173768,0.125266,0.273436,0.024801,0.736282,0.011336,0.252944,0.018635,0.967163,1,0,0,0,0
0.171429,0.000000,0.000000,0.057143,0.014286,0.128571,0.000000,0.100000,0.114286,0.071429,0.014286,0.014286,0.014286,0.000000,0.028571,0.057143,0.057143,0.114286,0.028571,0.014286,0.009464,0.089718,0.003250,0.509025,0.036836,0.303609,0.027666,0.125137,0.014431,0.891510,1,0,0,0,0
0.069767,0.116279,0.046512,0.000000,0.023256,0.186047,0.069767,0.000000,0.046512,0.023256,0.046512,0.000000,0.023256,0.000000,0.000000,0.116279,0.046512,0.023256,0.046512,0.116279,0.050934,0.198277,0.040394,0.075174,0.136734,0.806542,0.023322,0.341062,0.031950,0.211750,1,0,0,0,0
0.200000,0.000000,0.042857,0.000000,0.028571,0.085714,0.000000,0.157143,0.071429,0.057143,0.000000,0.028571,0.000000,0.014286,0.014286,0.100000,0.057143,0.100000,0.014286,0.028571,0.040258,0.204315,0.002016,0.386172,0.010717,0.102942,0.005948,0.033902,0.016759,1.027550,1,0,0,0,0
0.166667,0.000000,0.000000,0.000000,0.000000,0.055556,0.000000,0.166667,0.055556,0.277778,0.055556,0.000000,0.055556,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.084971,0.381867,0.006322,0.510804,0.083933,0.494978,0.091341,0.183785,0.008684,0.700964,1,1,1,0,0
0.027027,0.108108,0.027027,0.000000,0.054054,0.054054,0.000000,0.027027,0.027027,0.000000,0.000000,0.027027,0.324324,0.000000,0.189189,0.054054,0.000000,0.000000,0.054054,0.027027,0.006477,0.362340,0.063218,0.160289,0.025469,0.515612,0.040477,0.697972,0.001956,0.035827,1,0,0,0,0
0.031746,0.190476,0.047619,0.047619,0.015873,0.095238,0.015873,0.015873,0.174603,0.047619,0.000000,0.047619,0.047619,0.000000,0.047619,0.095238,0.015873,0.015873,0.000000,0.047619,0.008894,0.196978,0.007655,0.316610,0.005082,0.345683,0.039101,0.054318,0.003770,0.307706,1,0,1,0,0
0.090909,0.181818,0.015152,0.015152,0.000000,0.090909,0.015152,0.015152,0.060606,0.045455,0.000000,0.060606,0.075758,0.000000,0.106061,0.075758,0.090909,0.015152,0.000000,0.045455,0.005323,0.243093,0.010744,0.251341,0.001571,0.438678,0.005938,0.173814,0.000514,0.441078,1,0,1,0,0
0.019231,0.153846,0.057692,0.019231,0.038462,0.096154,0.000000,0.057692,0.115385,0.000000,0.019231,0.019231,0.057692,0.000000,0.115385,0.115385,0.076923,0.000000,0.000000,0.038462,0.001717,0.176233,0.045062,0.151035,0.094159,0.142966,0.008232,0.174741,0.002197,0.196548,1,0,1,0,0
0.208333,0.000000,0.000000,0.000000,0.083333,0.166667,0.000000,0.041667,0.000000,0.000000,0.041667,0.083333,0.083333,0.000000,0.083333,0.041667,0.041667,0.000000,0.000000,0.125000,0.169484,0.023487,0.017504,0.486846,0.040056,0.074484,0.045356,0.135128,0.103231,0.058885,1,0,1,0,0
0.000000,0.000000,0.000000,0.142857,0.000000,0.142857,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.142857,0.142857,0.142857,0.142857,0.000000,0.000000,0.000000,0.000000,0.795502,1.771079,0.181375,0.219416,0.123491,0.115434,0.080204,0.166220,0.536030,1.492336,1,0,0,0,0
0.083333,0.083333,0.083333,0.083333,0.083333,0.000000,0.083333,0.250000,0.000000,0.083333,0.000000,0.083333,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.010089,0.058949,0.125395,0.221054,0.054444,0.353771,0.190354,0.650687,0.210573,0.600230,1,0,0,0,0
0.045455,0.000000,0.045455,0.000000,0.090909,0.090909,0.000000,0.000000,0.136364,0.181818,0.045455,0.136364,0.045455,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.090909,0.196843,0.708156,0.045862,0.189578,0.001994,0.185154,0.075725,0.713592,0.098924,0.053490,1,0,0,0,0
0.000000,0.000000,0.111111,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.222222,0.000000,0.111111,0.003123,0.010106,0.201181,0.879447,0.461838,1.058910,0.036338,0.343349,0.086440,0.126722,1,0,0,0,0
0.000000,0.111111,0.000000,0.037037,0.037037,0.037037,0.037037,0.000000,0.000000,0.000000,0.037037,0.074074,0.037037,0.074074,0.074074,0.074074,0.074074,0.148148,0.111111,0.037037,0.006661,0.006203,0.217572,0.440307,0.095106,0.182656,0.018884,0.073697,0.062392,0.276596,1,0,0,0,0
